ID,ID-Admin,Name,Address,Location,Price,Cuisine,Longitude,Latitude,delivery,online
MIC-005501,ADM-000001,Landerik,"Stari Trg 11, Ljubljana, 1000, Slovenia","Ljubljana, Slovenia",€€,"Farm to table, Regional Cuisine",84389.53.00,8023.03.00,sì,sì
MIC-005502,ADM-000001,Stara Gostilna,"Savudrijska ulica 2, Piran, 6330, Slovenia","Piran, Slovenia",€€€€,"Modern Cuisine, Contemporary",94479.59.00,88154.33.00,no,no
MIC-005503,ADM-000001,Kendov Dvorec,"Na Griču 2, Spodnja Idrija, 5281, Slovenia","Spodnja Idrija, Slovenia",€€€,"Traditional Cuisine, Organic",4166.51.00,5595.46.00,sì,sì
MIC-005504,ADM-000001,B-Restaurant,"Slovenska Cesta 59, Ljubljana, 1000, Slovenia","Ljubljana, Slovenia",€€,"Modern Cuisine, International",84254.36.00,9575.36.00,no,no
MIC-005505,ADM-000001,Špacapanova Hiša,"Komen 85, Komen, 6223, Slovenia","Komen, Slovenia",€€€,Contemporary,124513.04.00,136270.15.00,sì,sì
MIC-005506,ADM-000001,Dvor Jezeršek,"Zgornji Brnik 63, Cerklje na Gorenjskem, 4207, Slovenia","Cerklje na Gorenjskem, Slovenia",€€,Traditional Cuisine,81145.32.00,39375.44.00,no,no
MIC-005507,ADM-000001,The Restaurant,"Mestni trg 15, Ljubljana, 1000, Slovenia","Ljubljana, Slovenia",€€€,"Regional European, Grills",857.31.00,54.07.00,sì,sì
MIC-005508,ADM-000001,Julijana,"Cesta Svobode 12, Bled, 4260, Slovenia","Bled, Slovenia",€€€,International,18007.57.00,61123.19.00,no,no
MIC-005509,ADM-000001,Dveri Pax,"Polički Vrh 1, Jarenina, 2221, Slovenia","Jarenina, Slovenia",€€€,"Contemporary, Seasonal Cuisine",1172.02.00,1120.57.00,sì,sì
MIC-005510,ADM-000001,Altrokè,"Stari trg 19, Ljubljana, 1000, Slovenia","Ljubljana, Slovenia",€,Regional Cuisine,84440.12.00,7902.46.00,no,no
MIC-005511,ADM-000001,Sushimama,"Wolfova ulica 12, Ljubljana, 1000, Slovenia","Ljubljana, Slovenia",€€,Japanese,84198.04.00,8483.51.00,sì,sì
MIC-005512,ADM-000001,Restavracija Hotela Marina,"Veliki Trg 11, Izola, 6310, Slovenia","Izola, Slovenia",€€,"Mediterranean Cuisine, Seafood",109508.35.00,89891.45.00,no,no
MIC-005513,ADM-000001,Restavracija Grad Otočec,"Grajska cesta 2, Otočec na Krki, 8222, Slovenia","Otočec na Krki, Slovenia",€€€,Regional Cuisine,39191.19.00,139737.11.00,sì,sì
MIC-005514,ADM-000001,PEN KLUB Restavracija,"Tomšičeva ulica 12, Ljubljana, 1000, Slovenia","Ljubljana, Slovenia",€€,"European, Mediterranean Cuisine",846.46.00,134.05.00,no,no
MIC-005515,ADM-000001,Miza za štiri,"Mariborska ulica 17, Zgornja Polskava, 2314, Slovenia","Zgornja Polskava, Slovenia",€€€,Modern Cuisine,1024.17.00,752.22.00,sì,sì
MIC-005516,ADM-000001,A3,"Grad Rajhenburg, Cesta izgnancev 3, Brestanica, 8280, Slovenia","Brestanica, Slovenia",€€€,Modern Cuisine,792.22.00,1693.14.00,no,no
MIC-005517,ADM-000001,Peti 181,"Dvorni trg 1, Ljubljana, 1000, Slovenia","Ljubljana, Slovenia",€€€,"Mediterranean Cuisine, Seafood",84163.46.00,8254.59.00,sì,sì
MIC-005518,ADM-000001,Grad Štanjel Restaurant & Lounge Bar,"Štanjel 1a, Štanjel, 6222, Slovenia","Štanjel, Slovenia",€€,"Regional Cuisine, Farm to table",1421.04.00,1417.37.00,no,no
MIC-005519,ADM-000001,City Terasa,"Ulica kneza Koclja 22, Maribor, 2000, Slovenia","Maribor, Slovenia",€€,"Mediterranean Cuisine, Grills",108432.03.00,92844.41.00,sì,sì
MIC-005520,ADM-000001,Gostilna na Gradu,"Grajska planota 1, Ljubljana, 1000, Slovenia","Ljubljana, Slovenia",€€,Traditional Cuisine,84890.31.00,8025.45.00,no,no
MIC-005521,ADM-000001,MAK,"Osojnikova ulica 20, Maribor, 2000, Slovenia","Maribor, Slovenia",€€€€,"Creative, Modern Cuisine",111030.42.00,92452.54.00,sì,sì
MIC-005522,ADM-000001,Kogo,"Šmarska cesta 1, Koper, 6000, Slovenia","Koper, Slovenia",€€,Regional Cuisine,1240.38.00,936.58.00,no,no
MIC-005523,ADM-000001,JB Restavracija,"Miklošičeva cesta 19, Ljubljana, 1000, Slovenia","Ljubljana, Slovenia",€€€,"Modern Cuisine, Classic Cuisine",84733.58.00,9605.09.00,sì,sì
MIC-005524,ADM-000001,Restavracija Calypso,"Kidričeva ulica 7, Nova Gorica, 5000, Slovenia","Nova Gorica, Slovenia",€€,"Traditional Cuisine, Classic Cuisine",1091.54.00,1637.19.00,no,no
MIC-005525,ADM-000001,Gostilna AS,"Čopova ulica 5a, Ljubljana, 1000, Slovenia","Ljubljana, Slovenia",€€€,Traditional Cuisine,84125.56.00,8665.51.00,sì,sì
MIC-005526,ADM-000001,Vila Planinka,"Zgornje Jezersko 67, Zgornje Jezersko, 4206, Slovenia","Zgornje Jezersko, Slovenia",€€€,"Regional Cuisine, Innovative",83456.25.00,65895.58.00,no,no
MIC-005527,ADM-000001,TaBar,"Trubarjeva Cesta 72, Ljubljana, 1000, Slovenia","Ljubljana, Slovenia",€€€,"Modern Cuisine, Contemporary",872.26.00,132.55.00,sì,sì
MIC-005528,ADM-000001,Restavracija 1906,"Hotel Triglav, Kolodvorska cesta 33, Bled, 4260, Slovenia","Bled, Slovenia",€€€,"Contemporary, Traditional Cuisine",13908.37.00,61606.25.00,no,no
MIC-005529,ADM-000001,Restavracija Shambala,"Križevniška ulica 12, Ljubljana, 1000, Slovenia","Ljubljana, Slovenia",€,Asian,84084.35.00,7782.39.00,sì,sì
MIC-005530,ADM-000001,Galerija okusov,"Novo Celje 9, Petrovče, 3301, Slovenia","Petrovče, Slovenia",€€€,Modern Cuisine,29758.14.00,41010.43.00,no,no
MIC-005531,ADM-000001,Hiša Torkla,"Korte 44b, Izola, 6310, Slovenia","Izola, Slovenia",€€,"Regional Cuisine, Grills",109446.01.00,8191.09.00,sì,sì
MIC-005532,ADM-000001,Gostilna Francl,"Zagrad 77, Celje, 3000, Slovenia","Celje, Slovenia",€€,Regional Cuisine,456.44.00,399.03.00,no,no
MIC-005533,ADM-000001,Jaz by Ana Roš,"Čopova Ulica 5a, Ljubljana, 1000, Slovenia","Ljubljana, Slovenia",€€€,"Modern Cuisine, European Contemporary",84022.28.00,8663.29.00,sì,sì
MIC-005534,ADM-000001,Old Cellar Bled,"Cesta svobode 12, Bled, 4260, Slovenia","Bled, Slovenia",€€,"Regional Cuisine, Seasonal Cuisine",18048.26.00,6155.05.00,no,no
MIC-005535,ADM-000001,Breg,"Breg 20, Ljubljana, 1000, Slovenia","Ljubljana, Slovenia",€€,Contemporary,84198.22.00,7804.26.00,sì,sì
MIC-005536,ADM-000001,Vila Podvin,"Mošnje 1, Radovljica, 4240, Slovenia","Radovljica, Slovenia",€€,Modern Cuisine,34881.07.00,56691.53.00,no,no
MIC-005537,ADM-000001,Restavracija CUBO,"Šmartinska cesta 55, Ljubljana, 1000, Slovenia","Ljubljana, Slovenia",€€,Mediterranean Cuisine,87933.11.00,10707.42.00,sì,sì
MIC-005538,ADM-000001,Georgie Bistro,"Čufarjeva ulica 5, Ljubljana, 1000, Slovenia","Ljubljana, Slovenia",€€,Contemporary,861.48.00,138.11.00,no,no
MIC-005539,ADM-000001,Gostilna Repovž,"Šentjanž 14, Šentjanž, 8297, Slovenia","Šentjanž, Slovenia",€€,"Farm to table, Regional European",28219.44.00,1899.44.00,sì,sì
MIC-005540,ADM-000001,JUNTO,"2F, The Blue by Just Inn, 22 Guanqian Road, Zhongzheng District, Taipei, Taiwan","Taipei, Taiwan",$$,"Cantonese, Contemporary",85929.54.00,7539.37.00,no,no
MIC-005541,ADM-000001,Sushi Kajin,"28 Jilin Road, Zhongshan District, Taipei, 104, Taiwan","Taipei, Taiwan",$$$$,Sushi,88447.34.00,8613.32.00,sì,sì
MIC-005542,ADM-000001,Tempura Sugimura,"2F, Marriott Midtown,199 Lequn 2nd Road, Zhongshan District, Taipei, Taiwan","Taipei, Taiwan",$$$$,Japanese Tempura,93310.45.00,1365.43.00,no,no
MIC-005543,ADM-000001,Pale Jade Pavilion,"6F, Dream Mall, 789 Zhonghua 5th Road, Qianzhen District, Kaohsiung, Taiwan","Kaohsiung, Taiwan",$$,Taiwanese,51302.09.00,9945.39.00,sì,sì
MIC-005544,ADM-000001,Anchovy,"116 Linsen 3rd Road, Cianjhen Distrist, Kaohsiung, 806001, Taiwan","Kaohsiung, Taiwan",$$,European Contemporary,51530.31.00,102171.08.00,no,no
MIC-005545,ADM-000001,Ginza Sushi Ichidai Yugo,"4-14-15 Ginza, Chuo-ku, Tokyo, 104-0061, Japan","Tokyo, Japan",¥¥¥,Sushi,12951.12.00,11187.42.00,sì,sì
MIC-005546,ADM-000001,ess.,"B1F, 13-13 Shinsencho, Shibuya-ku, Tokyo, 150-0045, Japan","Tokyo, Japan",¥¥¥,Italian,11673.34.00,10970.57.00,no,no
MIC-005547,ADM-000001,Loiseau de France,"15 Ichigayafunagawaramachi, Shinjuku-ku, Tokyo, 162-0826, Japan","Tokyo, Japan",¥¥,"French, Traditional Cuisine",12473.14.00,11667.54.00,sì,sì
MIC-005548,ADM-000001,TACUBO Shirokanedai,"B1F, 4-19-21 Shirokanedai, Minato-ku, Tokyo, 108-0071, Japan","Tokyo, Japan",¥¥¥,Italian,12184.23.00,10696.36.00,no,no
MIC-005549,ADM-000001,Tempura Kitagawa,"B1F, 1-17-15 Ebisuminami, Shibuya-ku, Tokyo, 150-0022, Japan","Tokyo, Japan",¥¥¥,Tempura,11974.56.00,10780.21.00,sì,sì
MIC-005550,ADM-000001,Sushidokoro Shishi,"2F, 1-10-10 Omorikita, Ota-ku, Tokyo, 143-0016, Japan","Tokyo, Japan",¥¥¥,Sushi,12278.57.00,9801.35.00,no,no
MIC-005551,ADM-000001,Shutei Tanaka,"3-25-7 Sumida, Sumida-ku, Tokyo, 131-0031, Japan","Tokyo, Japan",¥¥,Yakitori,13798.09.00,12224.47.00,sì,sì
MIC-005552,ADM-000001,Yugetsu,"3-4-1 Higashinihombashi, Chuo-ku, Tokyo, 103-0004, Japan","Tokyo, Japan",¥¥¥,Izakaya,13180.32.00,11547.31.00,no,no
MIC-005553,ADM-000001,Teuchisoba Jiyusan,"3-1-4 Eharacho, Nakano-ku, Tokyo, 165-0023, Japan","Tokyo, Japan",¥¥,Soba,11424.22.00,12200.35.00,sì,sì
MIC-005554,ADM-000001,Shinrakuki,"2-7 Wakaba, Shinjuku-ku, Tokyo, 160-0011, Japan","Tokyo, Japan",¥¥,Chinese,12203.51.00,11461.18.00,no,no
MIC-005555,ADM-000001,Sztuczka,"ul. Stara Stocznia 20/9, Gdańsk, 80-862, Poland","Gdańsk, Poland",€€,Modern Cuisine,110245.45.00,59479.19.00,sì,sì
MIC-005556,ADM-000001,Gustaw,"Księdza Piotra Skargi 18A, Wrocław, 50-082, Poland","Wrocław, Poland",€€,Modern Cuisine,6352.29.00,17535.59.00,no,no
MIC-005557,ADM-000001,Wrocławska,"Szewska 59, Wrocław, 50-139, Poland","Wrocław, Poland",€,Regional Cuisine,5850.17.00,18580.14.00,sì,sì
MIC-005558,ADM-000001,Petit Paris,"ul. Grunwaldzka 12/16, Sopot, 81-750, Poland","Sopot, Poland",€€,French,95024.44.00,74020.25.00,no,no
MIC-005559,ADM-000001,Kropka.,"Józefa Dietla 31, Kraków, 31-070, Poland","Kraków, Poland",€€,Modern Cuisine,156809.32.00,8516.48.00,sì,sì
MIC-005560,ADM-000001,Papavero,"ul. 3 Maja 46, Poznań, 61 728, Poland","Poznań, Poland",€€,Mediterranean Cuisine,154215.31.00,68181.53.00,no,no
MIC-005561,ADM-000001,Korill180,"Krakowska 180/K3, Wrocław, 52-015, Poland","Wrocław, Poland",€€€,Korean,11323.16.00,14897.39.00,sì,sì
MIC-005562,ADM-000001,Mercado Tapas Bistro,"Wojciecha Bogusławskiego 15, Wrocław, 50-001, Poland","Wrocław, Poland",€,Spanish,4239.45.00,16887.11.00,no,no
MIC-005563,ADM-000001,OK Wine Bar,"Księcia Witolda 1, Wrocław, 50-202, Poland","Wrocław, Poland",€€€,Seafood,5293.39.00,19192.23.00,sì,sì
MIC-005564,ADM-000001,Hankki,"Zabłocie 19A, Kraków, 30-701, Poland","Kraków, Poland",€,"Korean, Japanese",159963.05.00,8350.46.00,no,no
MIC-005565,ADM-000001,Vamos!,"Brodzińskiego 6, Kraków, 30-506, Poland","Kraków, Poland",€€,Mediterranean Cuisine,158058.37.00,7624.38.00,sì,sì
MIC-005566,ADM-000001,Hana Sushi,"ul. Kupa 12, Kraków, 31 057, Poland","Kraków, Poland",€€,"Japanese, Korean",157713.53.00,8691.27.00,no,no
MIC-005567,ADM-000001,Bez Gwiazdek,"Wiślana 8, Warsaw, 00 317, Poland","Warsaw, Poland",€€€,Modern Cuisine,3666.48.00,4083.53.00,sì,sì
MIC-005568,ADM-000001,La Luce,"Poznańska 37, Warsaw, 00-698, Poland","Warsaw, Poland",€€,Italian,1694.57.00,38121.08.00,no,no
MIC-005569,ADM-000001,Fiorentina,"ul. Grodzka 63, Kraków, 31 044, Poland","Kraków, Poland",€€€,Creative,156382.08.00,9366.23.00,sì,sì
MIC-005570,ADM-000001,Euskadi,"ul. Kazimierza Brodzińskiego 4, Kraków, 33-332, Poland","Kraków, Poland",€,Basque,158063.18.00,7605.57.00,no,no
MIC-005571,ADM-000001,A nóż widelec,"ul. Czechosłowacka 133, Poznań, 61 425, Poland","Poznań, Poland",€€,Modern Cuisine,148403.31.00,62834.34.00,sì,sì
MIC-005572,ADM-000001,Filipa 18,"ul. Św. Filipa 18, Kraków, 31 150, Poland","Kraków, Poland",€€,Modern Cuisine,157011.36.00,162.52.00,no,no
MIC-005573,ADM-000001,Muzealna,"The National Museum, al. Jerozolimskie 3, Warsaw, 00 495, Poland","Warsaw, Poland",€,Traditional Cuisine,4146.48.00,38684.02.00,sì,sì
MIC-005574,ADM-000001,Lwia Brama²,"ul. Katedralna 9, Wrocław, 50-328, Poland","Wrocław, Poland",€€,Traditional Cuisine,7407.04.00,1955.43.00,no,no
MIC-005575,ADM-000001,Monopol,"Hotel Monopol, ul. Heleny Modrzejewskiej 2, Wrocław, 50-071, Poland","Wrocław, Poland",€€,Modern Cuisine,5191.36.00,17731.07.00,sì,sì
MIC-005576,ADM-000001,L’Entre Villes,"Aleja Niepodległości 737, Sopot, 81-838, Poland","Sopot, Poland",€€€,"Traditional Cuisine, French",93571.42.00,72927.26.00,no,no
MIC-005577,ADM-000001,Fino,"Grząska 1, Gdańsk, 80-833, Poland","Gdańsk, Poland",€€€,Modern Cuisine,109202.14.00,5870.18.00,sì,sì
MIC-005578,ADM-000001,Nolita,"ul. Wilcza 46, Warsaw, 00 679, Poland","Warsaw, Poland",€€€€,"Modern Cuisine, Asian Influences",2152.17.00,37447.24.00,no,no
MIC-005579,ADM-000001,Mazi,"Rynek Podgórski 9, Kraków, 30-518, Poland","Kraków, Poland",€,Mediterranean Cuisine,158083.08.00,7420.22.00,sì,sì
MIC-005580,ADM-000001,Eliksir,"ul. Hemara 1, Gdańsk, 80-280, Poland","Gdańsk, Poland",€€,Modern Cuisine,9827.13.00,64019.02.00,no,no
MIC-005581,ADM-000001,Oberża 86,"ul. Starowiejska 30, Gdynia, 81-356, Poland","Gdynia, Poland",€,"Seasonal Cuisine, French",89607.05.00,86932.02.00,sì,sì
MIC-005582,ADM-000001,Mercato,"Hilton Gdańsk, Targ Rybny 1, Gdańsk, 80-838, Poland","Gdańsk, Poland",€€€,Modern Cuisine,109782.51.00,58987.43.00,no,no
MIC-005583,ADM-000001,Copernicus,"ul. Kanonicza 16, Kraków, 31 002, Poland","Kraków, Poland",€€€,Modern Cuisine,156272.47.00,9438.05.00,sì,sì
MIC-005584,ADM-000001,Nafta Neo Bistro,"Krakowska 180, Wrocław, 52-015, Poland","Wrocław, Poland",€€,"Contemporary, Polish",13124.14.00,13814.37.00,no,no
MIC-005585,ADM-000001,Butchery & Wine,"Antoniego Abrahama 41, Gdynia, 81-366, Poland","Gdynia, Poland",€€,Meats and Grills,90082.04.00,86314.33.00,sì,sì
MIC-005586,ADM-000001,PASODOBRE,"Poznań Congress Centre, Śniadeckich 25, Poznań, 60-773, Poland","Poznań, Poland",€,Spanish,150765.57.00,67077.39.00,no,no
MIC-005587,ADM-000001,Między Mostami,"Księcia Witolda 1/L1, Wrocław, 50-202, Poland","Wrocław, Poland",€€,Modern Cuisine,5230.48.00,19186.13.00,sì,sì
MIC-005588,ADM-000001,Przystań & Marina,"ul Księcia Witolda 2, Wrocław, 50-202, Poland","Wrocław, Poland",€€,Mediterranean Cuisine,5499.35.00,19198.22.00,no,no
MIC-005589,ADM-000001,Nare Sushi,"Ks. Kozierowskiego 4/7, Skórzewo, 60-185, Poland","Skórzewo, Poland",€€,Japanese,129587.38.00,65202.45.00,sì,sì
MIC-005590,ADM-000001,Epoka,"ul. Ossolińskich 3, Warsaw, 00 072, Poland","Warsaw, Poland",€€€€,Innovative,2351.48.00,40402.45.00,no,no
MIC-005591,ADM-000001,Fisherman,"Grunwaldzka 89, Sopot, 81-771, Poland","Sopot, Poland",€€€,Seafood,95749.01.00,73173.25.00,sì,sì
MIC-005592,ADM-000001,Dyletanci,"Koszykowa 47, Warsaw, 00 659, Poland","Warsaw, Poland",€€€,Modern Cuisine,2371.11.00,37007.59.00,no,no
MIC-005593,ADM-000001,The Time,"ul. Młyńska 12, Poznań, 61 730, Poland","Poznań, Poland",€€,Modern Cuisine,154380.09.00,68549.08.00,sì,sì
MIC-005594,ADM-000001,Pod Nosem,"ul. Kanonicza 22, Kraków, 31 002, Poland","Kraków, Poland",€€,Traditional Cuisine,1580.51.00,979.11.00,no,no
MIC-005595,ADM-000001,Karakter,"Brzozowa 17, Kraków, 31 050, Poland","Kraków, Poland",€,Modern Cuisine,157691.24.00,8929.18.00,sì,sì
MIC-005596,ADM-000001,Kogel Mogel,"ul. Sienna 12, Kraków, 31 041, Poland","Kraków, Poland",€€,Traditional Cuisine,15697.35.00,10153.05.00,no,no
MIC-005597,ADM-000001,alewino,"ul. Mokotowska 48, Warsaw, 00 543, Poland","Warsaw, Poland",€€,Traditional Cuisine,3697.39.00,37586.54.00,sì,sì
MIC-005598,ADM-000001,Niesztuka,"ul. Mariacka 2/3, Gdańsk, 80-833, Poland","Gdańsk, Poland",€€,Modern Cuisine,109050.54.00,58345.47.00,no,no
MIC-005599,ADM-000001,The Farm,"Mokotowska 8, Warsaw, 00 641, Poland","Warsaw, Poland",€€,Modern Cuisine,2881.02.00,36454.33.00,sì,sì
MIC-005600,ADM-000001,CAMPO Modern Grill,"Podwale 83, Wrocław, 50-414, Poland","Wrocław, Poland",€€€,Meats and Grills,7186.59.00,17993.31.00,no,no
MIC-005601,ADM-000001,Luneta & Lorneta Bistro Club,"Ciekocinko 9, Ciekocinko, 84210, Poland","Ciekocinko, Poland",€€,Traditional Cuisine,132977.22.00,124495.35.00,sì,sì
MIC-005602,ADM-000001,Piwna47,"ul. Piwna 47, Gdańsk, 80-831, Poland","Gdańsk, Poland",€€,Polish,108690.01.00,58416.32.00,no,no
MIC-005603,ADM-000001,Tygle,"Chmielna 10, Gdańsk, 80-748, Poland","Gdańsk, Poland",€€,Traditional Cuisine,109549.08.00,58116.23.00,sì,sì
MIC-005604,ADM-000001,La Maddalena,"ul. Pomorska 1, Wrocław, 50-215, Poland","Wrocław, Poland",€€,Modern Cuisine,5270.34.00,19101.42.00,no,no
MIC-005605,ADM-000001,Artesse,"ul. Św. Jana 15, Kraków, 31 017, Poland","Kraków, Poland",€€€€,Creative,175.36.00,10773.17.00,sì,sì
MIC-005606,ADM-000001,TRUE,"Chmielna 10, Gdańsk, 80-748, Poland","Gdańsk, Poland",€€,Meats and Grills,109546.58.00,58116.25.00,no,no
MIC-005607,ADM-000001,Ritz,"ul. Szafarnia 6/U6, Gdańsk, 80-755, Poland","Gdańsk, Poland",€€€,Modern Cuisine,110058.44.00,58427.09.00,sì,sì
MIC-005608,ADM-000001,Warsztat - Food & Garden,"Niedźwiedzia 5, Wrocław, 54-232, Poland","Wrocław, Poland",€€,"Traditional Cuisine, Regional Cuisine",165795.51.00,20328.14.00,no,no
MIC-005609,ADM-000001,Most,"Księcia Witolda 1, Wrocław, 50-202, Poland","Wrocław, Poland",€€€,Modern Cuisine,5225.58.00,19185.51.00,sì,sì
MIC-005610,ADM-000001,Rusiko,"Wierzbowa 11, Warsaw, 00-094, Poland","Warsaw, Poland",€€,Traditional Cuisine,1297.16.00,40661.21.00,no,no
MIC-005611,ADM-000001,Wierzbowa 15,"Wierzbowa 15, Wrocław, 50-056, Poland","Wrocław, Poland",€€€,Modern Cuisine,6092.51.00,17547.27.00,sì,sì
MIC-005612,ADM-000001,NOTA_RESTO by Tomasz Leśniak,"ul. Św. Krzyża 17, Kraków, 31 023, Poland","Kraków, Poland",€€€,Modern Cuisine,157144.42.00,10449.26.00,no,no
MIC-005613,ADM-000001,Port Sołacz,"Litewska 22, Poznań, 60-605, Poland","Poznań, Poland",€€,Modern Cuisine,150475.56.00,753.48.00,sì,sì
MIC-005614,ADM-000001,Restauracja Solmarina,"Grano Hotel Solmarina, Łąkowa 239, Wiślinka, 83-011, Poland","Wiślinka, Poland",€€,"Polish, Contemporary",137002.22.00,56742.46.00,no,no
MIC-005615,ADM-000001,Źródło,"Targowa 81, Warsaw, 03-408, Poland","Warsaw, Poland",€€,Traditional Cuisine,5577.32.00,42773.48.00,sì,sì
MIC-005616,ADM-000001,Café Xander,"Jana Jerzego Haffnera 59, Sopot, 81-715, Poland","Sopot, Poland",€€,International,93587.13.00,75205.52.00,no,no
MIC-005617,ADM-000001,Farina,"ul. Św. Marka 16, Kraków, 31 018, Poland","Kraków, Poland",€€,Seafood,156585.57.00,1116.29.00,sì,sì
MIC-005618,ADM-000001,Butchery & Wine,"ul. Żurawia 22, Warsaw, 00 515, Poland","Warsaw, Poland",€€,"Meats and Grills, Traditional Cuisine",2603.34.00,38148.55.00,no,no
MIC-005619,ADM-000001,Bufet KRK,"Dajwór 8, Kraków, 31-035, Poland","Kraków, Poland",€€,Modern Cuisine,158239.48.00,8691.59.00,sì,sì
MIC-005620,ADM-000001,Cucina,"ul. Wyspiańskiego 26a, Poznań, 60 748, Poland","Poznań, Poland",€€,Mediterranean Cuisine,148931.51.00,66763.44.00,no,no
MIC-005621,ADM-000001,Delicja,"Pl. Wolności 5, Poznań, 61 738, Poland","Poznań, Poland",€€,Traditional Cuisine,154549.31.00,67998.27.00,sì,sì
MIC-005622,ADM-000001,Pod Różą,"ul. Floriańska 14, Kraków, 31 021, Poland","Kraków, Poland",€€€,Modern Cuisine,156659.39.00,10546.51.00,no,no
MIC-005623,ADM-000001,Amarylis,"ul. Józefa Dietla 60, Kraków, 31 039, Poland","Kraków, Poland",€€€,Modern Cuisine,157233.42.00,9099.17.00,sì,sì
MIC-005624,ADM-000001,dinette,"ul. Swidnicka 40, Wrocław, 50-024, Poland","Wrocław, Poland",€€,Modern Cuisine,527.16.00,17301.41.00,no,no
MIC-005625,ADM-000001,Tuna,"ul. Elektryczna 2, Warsaw, 00 346, Poland","Warsaw, Poland",€€€,Seafood,5075.06.00,39980.47.00,sì,sì
MIC-005626,ADM-000001,Zen On,"Święty Marcin 21, Poznań, 61-804, Poland","Poznań, Poland",€,"Ramen, Japanese",154496.25.00,67720.38.00,no,no
MIC-005627,ADM-000001,Marino Bistrot,"Poznańska 50/2, Poznań, 62-851, Poland","Poznań, Poland",€€,Italian,151736.26.00,69053.04.00,sì,sì
MIC-005628,ADM-000001,Martim,"Pomorska 1-1a, Wrocław, 50-215, Poland","Wrocław, Poland",€€,"Portuguese, Seafood",5269.38.00,1955.47.00,no,no
MIC-005629,ADM-000001,Nami Beef and Reef,"Stolarska 13, Kraków, 31-043, Poland","Kraków, Poland",€€€,Japanese,156525.15.00,1042.45.00,sì,sì
MIC-005630,ADM-000001,Acquario,"Hotel Monopol, ul. Heleny Modrzejewskiej 2, Wrocław, 50-071, Poland","Wrocław, Poland",€€,Modern Cuisine,5121.54.00,17756.23.00,no,no
MIC-005631,ADM-000001,Europejski Grill,"Krakowskie Przedmieście 13, Warsaw, 00 071, Poland","Warsaw, Poland",€€€,Modern Cuisine,2386.48.00,40317.48.00,sì,sì
MIC-005632,ADM-000001,Młoda Polska,"Plac Solny 4, Wrocław, 50-060, Poland","Wrocław, Poland",€€,Modern Cuisine,4915.15.00,18361.22.00,no,no
MIC-005633,ADM-000001,NOOKS,"ul. Poplinskich 1, Poznań, 61-573, Poland","Poznań, Poland",€€,"Meats and Grills, Seafood",153810.42.00,66239.25.00,sì,sì
MIC-005634,ADM-000001,Noriko Omakase,"Mińska 45, lok 204u, Warsaw, 03-808, Poland","Warsaw, Poland",€€€€,Japanese,10718.59.00,41699.47.00,no,no
MIC-005635,ADM-000001,Lamai Garden,"36B De Quai Street, Tu Lien Ward, Tay Ho District, Hanoi, 11208, Vietnam","Hanoi, Vietnam",₫₫₫,Vietnamese Contemporary,139398.55.00,11250.39.00,sì,sì
MIC-005636,ADM-000001,Olivia's Prime,"Lot G1-G4, GF, Indochina Mall, 74 Bach Dang Street, Hai Chau 1 Ward, Hai Chau District, Da Nang, 550000, Vietnam","Da Nang, Vietnam",₫₫₫₫,Steakhouse,37481.07.00,11707.22.00,no,no
MIC-005637,ADM-000001,Bà Diệu (Tran Tong Street),"17 Tran Tong Street, Thac Gian Ward, Thanh Khe District, Da Nang, 550000, Vietnam","Da Nang, Vietnam",₫,Noodles,35260.31.00,9786.31.00,sì,sì
MIC-005638,ADM-000001,Nu Đồ Kitchen,"11/1 Luu Quang Thuan Street, My An Ward, Ngu Hanh Son District, Da Nang, 550000, Vietnam","Da Nang, Vietnam",₫,Noodles,4195.32.00,704.19.00,no,no
MIC-005639,ADM-000001,Bún Riêu Cua 39,"39 Le Hong Phong Street, Phuoc Ninh Ward, Hai Chau District, Da Nang, 550000, Vietnam","Da Nang, Vietnam",₫,Noodles,37306.14.00,11169.54.00,sì,sì
MIC-005640,ADM-000001,ST25 by KOTO,"2F, Sofitel Saigon Plaza, 17 Le Duan Blvd, Ben Nghe Ward, District 1, Ho Chi Minh City, 70000, Vietnam","Ho Chi Minh City, Vietnam",₫₫,Vietnamese Contemporary,117213.39.00,130748.09.00,no,no
MIC-005641,ADM-000001,Le Beaulieu,"Sofitel Legend Metropole, 15 Ngo Quyen Street, Trang Tien Ward, Hoan Kiem District, Hanoi, 100000, Vietnam","Hanoi, Vietnam",₫₫₫,French,142693.59.00,4293.13.00,sì,sì
MIC-005642,ADM-000001,Little Bear,"36 Nguyen Ba Huan Street, Thao Dien Ward, Thu Duc City, Ho Chi Minh City, 70000, Vietnam","Ho Chi Minh City, Vietnam",₫₫,Vietnamese Contemporary,12259.12.00,13414.51.00,no,no
MIC-005643,ADM-000001,Bánh Canh Yến,"253 Nguyen Hoang Street, Binh Hien Ward, Hai Chau District, Da Nang, 550000, Vietnam","Da Nang, Vietnam",₫,Street Food,35644.26.00,9652.17.00,sì,sì
MIC-005644,ADM-000001,Mỳ Quảng Cô Sáu,"397 Tran Hung Dao Street, An Hai Tay Ward, Son Tra District, Da Nang, 550000, Vietnam","Da Nang, Vietnam",₫,Vietnamese,38382.55.00,11085.26.00,no,no
